Modelo,Almacenamiento,PrecioB2B,PrecioB2C,Tipo,Pantalla,Año,Procesador,descripcion,tipo,pantalla,procesador,año,almacenamiento,preciob2b,preciob2c
"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0",512GB,190,,Mac,13 pulgadas,2020.0,Core I5 2.0,"MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0",Mac,13 Pulgadas,Core I5 2.0,2020,512 GB,190.0,
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4",512GB,175,,Mac,13 pulgadas,2020.0,Core I5 1.4,"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4",Mac,13 Pulgadas,Core I5 1.4,2020,512 GB,175.0,
"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4",256GB,155,,Mac,13 pulgadas,2020.0,Core I5 1.4,"MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4",Mac,13 Pulgadas,Core I5 1.4,2020,256 GB,155.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6",8TB,230,,Mac,16 pulgadas,2019.0,Core I7 2.6,"MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6",Mac,16 Pulgadas,Core I7 2.6,2019,8 TB,230.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4",8TB,230,,Mac,16 pulgadas,2019.0,Core I9 2.4,"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4",Mac,16 Pulgadas,Core I9 2.4,2019,8 TB,230.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6",4TB,225,,Mac,16 pulgadas,2019.0,Core I7 2.6,"MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6",Mac,16 Pulgadas,Core I7 2.6,2019,4 TB,225.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.3",8TB,215,,Mac,16 pulgadas,2019.0,Core I9 2.3,"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.3",Mac,16 Pulgadas,Core I9 2.3,2019,8 TB,215.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4",4TB,215,,Mac,16 pulgadas,2019.0,Core I9 2.4,"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4",Mac,16 Pulgadas,Core I9 2.4,2019,4 TB,215.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6",2TB,210,,Mac,16 pulgadas,2019.0,Core I7 2.6,"MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6",Mac,16 Pulgadas,Core I7 2.6,2019,2 TB,210.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.3",4TB,210,,Mac,16 pulgadas,2019.0,Core I9 2.3,"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.3",Mac,16 Pulgadas,Core I9 2.3,2019,4 TB,210.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4",2TB,200,,Mac,16 pulgadas,2019.0,Core I9 2.4,"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4",Mac,16 Pulgadas,Core I9 2.4,2019,2 TB,200.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.3",2TB,195,,Mac,16 pulgadas,2019.0,Core I9 2.3,"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.3",Mac,16 Pulgadas,Core I9 2.3,2019,2 TB,195.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6",1TB,190,,Mac,16 pulgadas,2019.0,Core I7 2.6,"MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6",Mac,16 Pulgadas,Core I7 2.6,2019,1 TB,190.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6",512GB,185,,Mac,16 pulgadas,2019.0,Core I7 2.6,"MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6",Mac,16 Pulgadas,Core I7 2.6,2019,512 GB,185.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.3",1TB,185,,Mac,16 pulgadas,2019.0,Core I9 2.3,"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.3",Mac,16 Pulgadas,Core I9 2.3,2019,1 TB,185.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4",1TB,185,,Mac,16 pulgadas,2019.0,Core I9 2.4,"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4",Mac,16 Pulgadas,Core I9 2.4,2019,1 TB,185.0,
"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4",512GB,170,,Mac,16 pulgadas,2019.0,Core I9 2.4,"MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4",Mac,16 Pulgadas,Core I9 2.4,2019,512 GB,170.0,
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",2TB,170,,Mac,13 pulgadas,2019.0,Core I7 1.7,"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",Mac,13 Pulgadas,Core I7 1.7,2019,2 TB,170.0,
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",1TB,165,,Mac,13 pulgadas,2019.0,Core I7 1.7,"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",Mac,13 Pulgadas,Core I7 1.7,2019,1 TB,165.0,
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",2TB,155,,Mac,13 pulgadas,2019.0,Core I5 1.4,"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",Mac,13 Pulgadas,Core I5 1.4,2019,2 TB,155.0,
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",512GB,155,,Mac,13 pulgadas,2019.0,Core I7 1.7,"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",Mac,13 Pulgadas,Core I7 1.7,2019,512 GB,155.0,
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",256GB,145,,Mac,13 pulgadas,2019.0,Core I7 1.7,"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",Mac,13 Pulgadas,Core I7 1.7,2019,256 GB,145.0,
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",1TB,140,,Mac,13 pulgadas,2019.0,Core I5 1.4,"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",Mac,13 Pulgadas,Core I5 1.4,2019,1 TB,140.0,
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",128GB,140,,Mac,13 pulgadas,2019.0,Core I7 1.7,"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7",Mac,13 Pulgadas,Core I7 1.7,2019,128 GB,140.0,
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",512GB,135,,Mac,13 pulgadas,2019.0,Core I5 1.4,"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",Mac,13 Pulgadas,Core I5 1.4,2019,512 GB,135.0,
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",256GB,115,,Mac,13 pulgadas,2019.0,Core I5 1.4,"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",Mac,13 Pulgadas,Core I5 1.4,2019,256 GB,115.0,
"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",128GB,100,,Mac,13 pulgadas,2019.0,Core I5 1.4,"MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4",Mac,13 Pulgadas,Core I5 1.4,2019,128 GB,100.0,
"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3",4TB,210,,Mac,15 pulgadas,2019.0,Core I9 2.3,"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3",Mac,15 Pulgadas,Core I9 2.3,2019,4 TB,210.0,
"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4",4TB,210,,Mac,15 pulgadas,2019.0,Core I9 2.4,"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4",Mac,15 Pulgadas,Core I9 2.4,2019,4 TB,210.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",4TB,205,,Mac,15 pulgadas,2018.0,Core I7 2.6,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",Mac,15 Pulgadas,Core I7 2.6,2018,4 TB,205.0,
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8",2TB,205,,Mac,13 pulgadas,2019.0,Core I7 2.8,"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8",Mac,13 Pulgadas,Core I7 2.8,2019,2 TB,205.0,
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8",1TB,200,,Mac,13 pulgadas,2019.0,Core I7 2.8,"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8",Mac,13 Pulgadas,Core I7 2.8,2019,1 TB,200.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",2TB,190,,Mac,15 pulgadas,2018.0,Core I7 2.6,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",Mac,15 Pulgadas,Core I7 2.6,2018,2 TB,190.0,
"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4",2TB,190,,Mac,15 pulgadas,2019.0,Core I9 2.4,"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4",Mac,15 Pulgadas,Core I9 2.4,2019,2 TB,190.0,
"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3",2TB,185,,Mac,15 pulgadas,2019.0,Core I9 2.3,"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3",Mac,15 Pulgadas,Core I9 2.3,2019,2 TB,185.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",1TB,180,,Mac,15 pulgadas,2018.0,Core I7 2.6,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",Mac,15 Pulgadas,Core I7 2.6,2018,1 TB,180.0,
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8",512GB,180,,Mac,13 pulgadas,2019.0,Core I7 2.8,"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8",Mac,13 Pulgadas,Core I7 2.8,2019,512 GB,180.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",512GB,175,,Mac,15 pulgadas,2018.0,Core I7 2.6,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",Mac,15 Pulgadas,Core I7 2.6,2018,512 GB,175.0,
"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3",1TB,175,,Mac,15 pulgadas,2019.0,Core I9 2.3,"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3",Mac,15 Pulgadas,Core I9 2.3,2019,1 TB,175.0,
"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4",1TB,175,,Mac,15 pulgadas,2019.0,Core I9 2.4,"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4",Mac,15 Pulgadas,Core I9 2.4,2019,1 TB,175.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",256GB,165,,Mac,15 pulgadas,2018.0,Core I7 2.6,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",Mac,15 Pulgadas,Core I7 2.6,2018,256 GB,165.0,
"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4",512GB,165,,Mac,15 pulgadas,2019.0,Core I9 2.4,"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4",Mac,15 Pulgadas,Core I9 2.4,2019,512 GB,165.0,
"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3",512GB,160,,Mac,15 pulgadas,2019.0,Core I9 2.3,"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3",Mac,15 Pulgadas,Core I9 2.3,2019,512 GB,160.0,
"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4",256GB,160,,Mac,15 pulgadas,2019.0,Core I9 2.4,"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4",Mac,15 Pulgadas,Core I9 2.4,2019,256 GB,160.0,
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8",256GB,160,,Mac,13 pulgadas,2019.0,Core I7 2.8,"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8",Mac,13 Pulgadas,Core I7 2.8,2019,256 GB,160.0,
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4",2TB,155,,Mac,13 pulgadas,2019.0,Core I5 2.4,"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4",Mac,13 Pulgadas,Core I5 2.4,2019,2 TB,155.0,
"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3",256GB,150,,Mac,15 pulgadas,2019.0,Core I9 2.3,"MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3",Mac,15 Pulgadas,Core I9 2.3,2019,256 GB,150.0,
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4",1TB,145,,Mac,13 pulgadas,2019.0,Core I5 2.4,"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4",Mac,13 Pulgadas,Core I5 2.4,2019,1 TB,145.0,
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4",512GB,140,,Mac,13 pulgadas,2019.0,Core I5 2.4,"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4",Mac,13 Pulgadas,Core I5 2.4,2019,512 GB,140.0,
"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4",256GB,125,,Mac,13 pulgadas,2019.0,Core I5 2.4,"MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4",Mac,13 Pulgadas,Core I5 2.4,2019,256 GB,125.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9",4TB,215,,Mac,15 pulgadas,2018.0,Core I9 2.9,"MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9",Mac,15 Pulgadas,Core I9 2.9,2018,4 TB,215.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9",2TB,205,,Mac,15 pulgadas,2018.0,Core I9 2.9,"MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9",Mac,15 Pulgadas,Core I9 2.9,2018,2 TB,205.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2",4TB,195,,Mac,15 pulgadas,2018.0,Core I7 2.2,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2",Mac,15 Pulgadas,Core I7 2.2,2018,4 TB,195.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",4TB,195,,Mac,15 pulgadas,2018.0,Core I7 2.6,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",Mac,15 Pulgadas,Core I7 2.6,2018,4 TB,195.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9",1TB,185,,Mac,15 pulgadas,2018.0,Core I9 2.9,"MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9",Mac,15 Pulgadas,Core I9 2.9,2018,1 TB,185.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",2TB,180,,Mac,15 pulgadas,2018.0,Core I7 2.6,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",Mac,15 Pulgadas,Core I7 2.6,2018,2 TB,180.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9",512GB,175,,Mac,15 pulgadas,2018.0,Core I9 2.9,"MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9",Mac,15 Pulgadas,Core I9 2.9,2018,512 GB,175.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2",2TB,170,,Mac,15 pulgadas,2018.0,Core I7 2.2,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2",Mac,15 Pulgadas,Core I7 2.2,2018,2 TB,170.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",1TB,170,,Mac,15 pulgadas,2018.0,Core I7 2.6,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",Mac,15 Pulgadas,Core I7 2.6,2018,1 TB,170.0,
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7",2TB,170,,Mac,13 pulgadas,2018.0,Core I7 2.7,"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7",Mac,13 Pulgadas,Core I7 2.7,2018,2 TB,170.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9",256GB,165,,Mac,15 pulgadas,2018.0,Core I9 2.9,"MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9",Mac,15 Pulgadas,Core I9 2.9,2018,256 GB,165.0,
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7",1TB,165,,Mac,13 pulgadas,2018.0,Core I7 2.7,"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7",Mac,13 Pulgadas,Core I7 2.7,2018,1 TB,165.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2",1TB,160,,Mac,15 pulgadas,2018.0,Core I7 2.2,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2",Mac,15 Pulgadas,Core I7 2.2,2018,1 TB,160.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",512GB,160,,Mac,15 pulgadas,2018.0,Core I7 2.6,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",Mac,15 Pulgadas,Core I7 2.6,2018,512 GB,160.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2",512GB,155,,Mac,15 pulgadas,2018.0,Core I7 2.2,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2",Mac,15 Pulgadas,Core I7 2.2,2018,512 GB,155.0,
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i5 2.3",2TB,155,,Mac,13 pulgadas,2018.0,Core I5 2.3,"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i5 2.3",Mac,13 Pulgadas,Core I5 2.3,2018,2 TB,155.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",256GB,150,,Mac,15 pulgadas,2018.0,Core I7 2.6,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6",Mac,15 Pulgadas,Core I7 2.6,2018,256 GB,150.0,
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i5 2.3",1TB,145,,Mac,13 pulgadas,2018.0,Core I5 2.3,"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i5 2.3",Mac,13 Pulgadas,Core I5 2.3,2018,1 TB,145.0,
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7",256GB,145,,Mac,13 pulgadas,2018.0,Core I7 2.7,"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7",Mac,13 Pulgadas,Core I7 2.7,2018,256 GB,145.0,
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7",512GB,145,,Mac,13 pulgadas,2018.0,Core I7 2.7,"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7",Mac,13 Pulgadas,Core I7 2.7,2018,512 GB,145.0,
"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2",256GB,140,,Mac,15 pulgadas,2018.0,Core I7 2.2,"MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2",Mac,15 Pulgadas,Core I7 2.2,2018,256 GB,140.0,
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i5 2.3",512GB,140,,Mac,13 pulgadas,2018.0,Core I5 2.3,"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i5 2.3",Mac,13 Pulgadas,Core I5 2.3,2018,512 GB,140.0,
"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i5 2.3",256GB,120,,Mac,13 pulgadas,2018.0,Core I5 2.3,"MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i5 2.3",Mac,13 Pulgadas,Core I5 2.3,2018,256 GB,120.0,
"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 3.1",2TB,140,,Mac,15 pulgadas,2017.0,Core I7 3.1,"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 3.1",Mac,15 Pulgadas,Core I7 3.1,2017,2 TB,140.0,
"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.9",2TB,135,,Mac,15 pulgadas,2017.0,Core I7 2.9,"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.9",Mac,15 Pulgadas,Core I7 2.9,2017,2 TB,135.0,
"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 3.1",1TB,130,,Mac,15 pulgadas,2017.0,Core I7 3.1,"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 3.1",Mac,15 Pulgadas,Core I7 3.1,2017,1 TB,130.0,
"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.8",2TB,125,,Mac,15 pulgadas,2017.0,Core I7 2.8,"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.8",Mac,15 Pulgadas,Core I7 2.8,2017,2 TB,125.0,
"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.9",1TB,125,,Mac,15 pulgadas,2017.0,Core I7 2.9,"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.9",Mac,15 Pulgadas,Core I7 2.9,2017,1 TB,125.0,
"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.8",1TB,120,,Mac,15 pulgadas,2017.0,Core I7 2.8,"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.8",Mac,15 Pulgadas,Core I7 2.8,2017,1 TB,120.0,
"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 3.1",512GB,120,,Mac,15 pulgadas,2017.0,Core I7 3.1,"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 3.1",Mac,15 Pulgadas,Core I7 3.1,2017,512 GB,120.0,
"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.8",512GB,110,,Mac,15 pulgadas,2017.0,Core I7 2.8,"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.8",Mac,15 Pulgadas,Core I7 2.8,2017,512 GB,110.0,
"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.9",512GB,110,,Mac,15 pulgadas,2017.0,Core I7 2.9,"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.9",Mac,15 Pulgadas,Core I7 2.9,2017,512 GB,110.0,
"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 3.1",256GB,110,,Mac,15 pulgadas,2017.0,Core I7 3.1,"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 3.1",Mac,15 Pulgadas,Core I7 3.1,2017,256 GB,110.0,
"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i7 2.5",1TB,100,,Mac,13 pulgadas,2017.0,Core I7 2.5,"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i7 2.5",Mac,13 Pulgadas,Core I7 2.5,2017,1 TB,100.0,
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i7 3.5",1TB,100,,Mac,13 pulgadas,2017.0,Core I7 3.5,"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i7 3.5",Mac,13 Pulgadas,Core I7 3.5,2017,1 TB,100.0,
"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.9",256GB,100,,Mac,15 pulgadas,2017.0,Core I7 2.9,"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.9",Mac,15 Pulgadas,Core I7 2.9,2017,256 GB,100.0,
"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i7 2.5",512GB,95,,Mac,13 pulgadas,2017.0,Core I7 2.5,"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i7 2.5",Mac,13 Pulgadas,Core I7 2.5,2017,512 GB,95.0,
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i5 3.3",1TB,95,,Mac,13 pulgadas,2017.0,Core I5 3.3,"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i5 3.3",Mac,13 Pulgadas,Core I5 3.3,2017,1 TB,95.0,
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i7 3.5",512GB,95,,Mac,13 pulgadas,2017.0,Core I7 3.5,"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i7 3.5",Mac,13 Pulgadas,Core I7 3.5,2017,512 GB,95.0,
"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.8",256GB,95,,Mac,15 pulgadas,2017.0,Core I7 2.8,"MacBook Pro (15 pulgadas, 2017) A1707 Core i7 2.8",Mac,15 Pulgadas,Core I7 2.8,2017,256 GB,95.0,
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i5 3.1",1TB,90,,Mac,13 pulgadas,2017.0,Core I5 3.1,"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i5 3.1",Mac,13 Pulgadas,Core I5 3.1,2017,1 TB,90.0,
"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i5 3.3",512GB,85,,Mac,13 pulgadas,2017.0,Core I5 3.3,"MacBook Pro (13 pulgadas, 2017, cuatro puertos Thunderbolt 3) A1706 Core i5 3.3",Mac,13 Pulgadas,Core I5 3.3,2017,512 GB,85.0,
"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i5 2.3",1TB,80,,Mac,13 pulgadas,2017.0,Core I5 2.3,"MacBook Pro (13 pulgadas, 2017, dos puertos Thunderbolt 3) A1708 Core i5 2.3",Mac,13 Pulgadas,Core I5 2.3,2017,1 TB,80.0,
